,year,rank,name,sector,industry,revenues,revchange,profits,prftchange,assets,employees,hqcity,hqstate,newcomer,profitable,ceowoman,jobgrowth,permalink
1138,2021,139.0,Country Garden Holdings,Financials,Real estate,67080.4,-4.6,5075.6,-11.3,308936.2,93899,Foshan,,no,yes,no,no,https://fortune.com/company/country-garden-holdings/global500/
1139,2021,140.0,Aviation Industry Corp. of China,Aerospace & Defense,Aerospace & Defense,66964.1,1.6,915.7,58.4,161220.8,407344,Beijing,,no,yes,no,no,https://fortune.com/company/aviation-industry-corp-of-china/global500/
1140,2021,141.0,Freddie Mac,Financials,Diversified Financials,66228.0,-11.8,7326.0,1.6,2627415.0,6922,McLean,Virginia,no,yes,no,yes,https://fortune.com/company/freddie-mac/global500/
1141,2021,142.0,Greenland Holding Group,Financials,Real estate,66095.8,6.7,2173.6,1.9,214151.2,86251,Shanghai,,no,yes,no,yes,https://fortune.com/company/greenland-holding-group/global500/
1142,2021,143.0,Phillips 66,Energy,Petroleum Refining,65494.0,-40.2,-3975.0,-229.2,54721.0,14300,Houston,Texas,no,no,no,no,https://fortune.com/company/phillips/global500/
1143,2021,144.0,Lockheed Martin,Aerospace & Defense,Aerospace & Defense,65398.0,9.3,6833.0,9.7,50710.0,114000,Bethesda,Maryland,no,yes,no,yes,https://fortune.com/company/lockheed-martin/global500/
1144,2021,145.0,Walt Disney,Media,Entertainment,65388.0,-6.0,-2864.0,-125.9,201549.0,203000,Burbank,California,no,no,no,no,https://fortune.com/company/disney/global500/
1145,2021,146.0,Archer Daniels Midland (ADM),"Food, Beverages & Tobacco",Food Production,64355.0,-0.5,1772.0,28.5,49719.0,38332,Chicago,Illinois,no,yes,no,yes,https://fortune.com/company/archer-daniels-midland/global500/
1146,2021,147.0,Roche Group,Health Care,Pharmaceuticals,64285.0,0.2,15228.8,12.1,97485.3,101465,Basel,,no,yes,no,yes,https://fortune.com/company/roche-group/global500/
1147,2021,148.0,Xiamen C&D,Wholesalers,Trading,64111.8,30.4,952.6,42.8,66968.3,28928,Xiamen,,no,yes,no,yes,https://fortune.com/company/xiamen-cd/global500/
1148,2021,149.0,Pacific Construction Group,Engineering & Construction,Engineering & Construction,64037.7,-34.3,2218.1,-35.8,44740.8,295281,Urumqi,,no,yes,no,no,https://fortune.com/company/pacific-construction-group/global500/
1149,2021,150.0,Siemens,Industrials,Industrial Machinery,63935.5,-34.7,4509.4,-22.7,145207.3,293000,Munich,,no,yes,no,no,https://fortune.com/company/siemens/global500/
1150,2021,151.0,Sinochem,Wholesalers,Trading,63544.0,-20.9,809.1,70.9,97620.3,72237,Beijing,,no,yes,no,yes,https://fortune.com/company/sinochem-group/global500/
1151,2021,152.0,Engie,Energy,Energy,63525.4,-5.5,-1750.2,-258.9,187464.1,172703,Courbevoie,,no,no,yes,yes,https://fortune.com/company/engie/global500/
1152,2021,153.0,Legal & General Group,Financials,"Insurance: Life, Health (stock)",63324.5,-30.1,2061.0,-11.9,779962.4,10099,London,,no,yes,no,yes,https://fortune.com/company/legal-general-group/global500/
1153,2021,154.0,Panasonic,Technology,"Electronics, Electrical Equip.",63191.3,-8.3,1557.2,-25.0,61908.4,243540,Osaka,,no,yes,no,no,https://fortune.com/company/panasonic/global500/
1154,2021,155.0,Reliance Industries,Energy,Petroleum Refining,62912.1,-25.3,6619.4,19.3,180648.9,236334,Mumbai,,no,yes,no,yes,https://fortune.com/company/reliance-industries/global500/
1155,2021,156.0,Brookfield Asset Management,Financials,Diversified Financials,62752.0,-7.5,-134.0,-104.8,343696.0,151000,"Toronto, Ontario",,no,no,no,no,https://fortune.com/company/brookfield-asset-management/global500/
1156,2021,157.0,Aviva,Financials,"Insurance: Life, Health (stock)",62579.3,-30.2,3588.4,10.4,655964.5,28930,London,,no,yes,yes,no,https://fortune.com/company/aviva/global500/
1157,2021,158.0,China Pacific Insurance (Group),Financials,"Insurance: Life, Health (stock)",61185.7,9.7,3562.9,-11.3,271418.2,110940,Shanghai,,no,yes,no,no,https://fortune.com/company/china-pacific-insurance-group/global500/
1158,2021,159.0,Lenovo Group,Technology,"Computers, Office Equipment",60742.3,19.8,1178.3,77.2,37990.6,71500,Hong Kong,,no,yes,no,yes,https://fortune.com/company/lenovo-group/global500/
1159,2021,160.0,China Vanke,Financials,Real estate,60740.7,14.1,6016.7,6.9,286473.7,140565,Shenzhen,,no,yes,no,yes,https://fortune.com/company/china-vanke/global500/
1160,2021,161.0,ChemChina,Chemicals,Chemicals,60491.9,-8.0,-815.6,,131406.4,141250,Beijing,,no,no,no,no,https://fortune.com/company/chemchina/global500/
1161,2021,162.0,China Merchants Bank,Financials,Banks: Commercial and Savings,60433.2,5.6,14107.5,4.9,1281448.0,90867,Shenzhen,,no,yes,no,yes,https://fortune.com/company/china-merchants-bank/global500/
1162,2021,163.0,China Merchants Group,Transportation,"Mail, Package, and Freight Delivery",60280.7,22.7,5919.4,13.1,340740.9,246002,Hong Kong,,no,yes,no,yes,https://fortune.com/company/china-merchants-group/global500/
1163,2021,164.0,Valero Energy,Energy,Petroleum Refining,60115.0,-41.5,-1421.0,-158.7,51774.0,9964,San Antonio,Texas,no,no,no,no,https://fortune.com/company/valero-energy/global500/
1164,2021,165.0,Marubeni,Wholesalers,Trading,59735.2,-4.9,2125.7,,62739.2,49265,Tokyo,,no,yes,no,no,https://fortune.com/company/marubeni/global500/
1165,2021,166.0,ENEOS Holdings,Energy,Petroleum Refining,59540.0,-21.6,1075.4,,72864.5,40753,Tokyo,,no,yes,no,no,https://fortune.com/company/jxtg-holdings/global500/
1166,2021,167.0,Toyota Tsusho,Wholesalers,Trading,59517.1,-3.3,1269.7,1.8,47269.5,64402,Nagoya,,no,yes,no,no,https://fortune.com/company/toyota-tsusho/global500/
1167,2021,168.0,Zurich Insurance Group,Financials,Insurance: Property and Casualty (Stock),59001.0,-17.8,3834.0,-7.5,439299.0,52930,Zurich,,no,yes,no,no,https://fortune.com/company/zurich-insurance-group/global500/
1168,2021,169.0,Manulife Financial,Financials,"Insurance: Life, Health (stock)",58840.4,-1.9,4377.9,3.7,691283.1,37000,"Toronto, Ontario",,no,yes,no,yes,https://fortune.com/company/manulife-financial/global500/
1169,2021,170.0,Wuchan Zhongda Group,Wholesalers,Trading,58545.7,12.7,397.9,0.6,16345.2,18549,Hangzhou,,no,yes,no,no,https://fortune.com/company/wuchan-zhongda-group/global500/
1170,2021,171.0,Xiamen ITG Holding Group,Wholesalers,Trading,58279.0,36.2,285.8,583.8,23533.5,21374,Xiamen,,no,yes,no,yes,https://fortune.com/company/xiamen-itg-holding-group/global500/
1171,2021,172.0,Aegon,Financials,"Insurance: Life, Health (stock)",58211.1,-22.7,-166.4,-112.0,543139.6,22322,The Hague,,no,no,no,no,https://fortune.com/company/aegon/global500/
1172,2021,173.0,Boeing,Aerospace & Defense,Aerospace & Defense,58158.0,-24.0,-11873.0,,152136.0,141000,Chicago,Illinois,no,no,no,no,https://fortune.com/company/boeing/global500/
1173,2021,174.0,China Poly Group,Financials,Real estate,58072.3,1.6,1949.4,-4.0,240687.3,106403,Beijing,,no,yes,no,yes,https://fortune.com/company/china-poly-group/global500/
1174,2021,175.0,Unilever,Household Products,Household and Personal Products,57797.4,-0.7,6359.3,1.0,82801.1,148949,London,,no,yes,no,no,https://fortune.com/company/unilever/global500/
1175,2021,176.0,Guangzhou Automobile Industry Group,Motor Vehicles & Parts,Motor Vehicles & Parts,57723.9,7.6,576.2,2.1,51344.8,103688,Guangzhou,,no,yes,no,no,https://fortune.com/company/guangzhou-automobile-industry-group/global500/
1176,2021,177.0,China National Building Material Group,Materials,"Building Materials, Glass",57115.3,-0.9,103.0,,91973.3,202844,Beijing,,no,yes,no,no,https://fortune.com/company/china-national-building-material-group/global500/
1177,2021,178.0,Prudential Financial,Financials,"Insurance: Life, Health (stock)",57033.0,-12.0,-374.0,-108.9,940722.0,41671,Newark,New Jersey,no,no,no,no,https://fortune.com/company/prudential-financial/global500/
1178,2021,179.0,Airbus,Aerospace & Defense,Aerospace & Defense,56872.2,-27.9,-1291.0,,134734.3,131349,Leiden,,no,no,no,no,https://fortune.com/company/airbus-group/global500/
1179,2021,180.0,Mitsubishi UFJ Financial Group,Financials,Banks: Commercial and Savings,56838.4,-15.3,7329.8,50.9,3250212.6,137997,Tokyo,,no,yes,no,no,https://fortune.com/company/mitsubishi-ufj-financial-group/global500/
1180,2021,181.0,Petrobras,Energy,Petroleum Refining,56683.0,-26.0,1141.0,-88.8,190010.0,49050,Rio de Janeiro,,no,yes,no,no,https://fortune.com/company/petrobras/global500/
1181,2021,182.0,HP,Technology,"Computers, Office Equipment",56639.0,-3.6,2844.0,-9.8,34681.0,53000,Palo Alto,California,no,yes,no,no,https://fortune.com/company/hp/global500/
1182,2021,183.0,Raytheon Technologies,Aerospace & Defense,Aerospace & Defense,56587.0,-26.6,-3519.0,-163.6,162153.0,181000,Waltham,Massachusetts,no,no,no,no,https://fortune.com/company/raytheon-technologies/global500/
1183,2021,184.0,SoftBank Group,Telecommunications,Telecommunications,56213.6,-35.7,47052.6,,413656.9,58786,Tokyo,,no,yes,no,no,https://fortune.com/company/softbank-group/global500/
1184,2021,185.0,Prudential PLC,Financials,"Insurance: Life, Health (stock)",55973.0,-40.3,2118.0,170.5,516097.0,18687,London,,no,yes,no,yes,https://fortune.com/company/prudential/global500/
1185,2021,186.0,Fortum,Energy,Energy,55850.1,816.1,2077.2,25.2,70747.9,19933,Espoo,,yes,yes,no,yes,https://fortune.com/company/fortum/global500/
1186,2021,187.0,Tokyo Electric Power,Energy,Utilities,55343.1,-3.6,1706.4,265.9,109341.4,37891,Tokyo,,no,yes,no,no,https://fortune.com/company/tokyo-electric-power/global500/
1187,2021,188.0,Seven & I Holdings,Retailing,Specialty Retailers,54442.4,-10.7,1692.4,-15.4,65204.0,97154,Tokyo,,no,yes,no,no,https://fortune.com/company/seven-i-holdings/global500/
1188,2021,189.0,XMXYG,Wholesalers,Trading,54323.9,32.1,279.0,26.8,26057.5,11671,Xiamen,,no,yes,no,yes,https://fortune.com/company/xiamen-xiangyu-group/global500/
1189,2021,190.0,StoneX,Financials,Diversified Financials,54139.6,64.6,169.6,99.3,13474.9,2950,New York,New York City,no,yes,no,yes,https://fortune.com/company/stonex-group/global500/
1190,2021,191.0,Alimentation Couche-Tard,Retailing,Specialty Retailers,54132.4,-8.4,2353.6,28.3,25679.5,131000,"Laval, Quebec",,no,yes,no,no,https://fortune.com/company/alimentation-couche-tard/global500/
1191,2021,192.0,LG Electronics,Technology,"Electronics, Electrical Equip.",53625.4,0.3,1668.5,6115.2,44349.8,75000,Seoul,,no,yes,no,yes,https://fortune.com/company/lg-electronics/global500/
1192,2021,193.0,Goldman Sachs Group,Financials,Banks: Commercial and Savings,53498.0,-0.8,9459.0,11.7,1163028.0,40500,New York,New York City,no,yes,no,yes,https://fortune.com/company/goldman-sachs-group/global500/
1193,2021,194.0,China Everbright Group,Financials,Banks: Commercial and Savings,53429.0,13.8,2570.9,29.2,907878.6,78600,Beijing,,no,yes,no,no,https://fortune.com/company/china-everbright-group/global500/
1194,2021,195.0,Rosneft Oil,Energy,Petroleum Refining,53375.8,-44.6,2033.2,-81.4,207671.3,356000,Moscow,,no,yes,no,yes,https://fortune.com/company/rosneft-oil/global500/
1195,2021,196.0,Industrial Bank,Financials,Banks: Commercial and Savings,53313.9,4.6,9655.9,1.3,1209808.4,59630,Fuzhou,,no,yes,no,no,https://fortune.com/company/industrial-bank/global500/
1196,2021,197.0,ArcelorMittal,Materials,Metals,53270.0,-24.6,-733.0,,82052.0,167743,Luxembourg,,no,no,no,no,https://fortune.com/company/arcelormittal/global500/
1197,2021,198.0,Aluminum Corp. of China,Materials,Metals,53191.2,3.0,320.9,17.4,96920.2,152681,Beijing,,no,yes,no,no,https://fortune.com/company/aluminum-corp-of-china/global500/
1198,2021,199.0,Sysco,Wholesalers,Wholesalers: Food and Grocery,52893.3,-12.0,215.5,-87.1,22628.3,57000,Houston,Texas,no,yes,no,no,https://fortune.com/company/sysco/global500/
1199,2021,200.0,HBIS Group,Materials,Metals,52760.7,2.8,5.7,,74410.7,121247,Shijiazhuang,,no,yes,no,no,https://fortune.com/company/hbis-group/global500/
1200,2021,201.0,Shanghai Pudong Development Bank,Financials,Banks: Commercial and Savings,52628.3,2.6,8443.6,-0.7,1219640.9,61686,Shanghai,,no,yes,no,yes,https://fortune.com/company/shanghai-pudong-development-bank/global500/
1201,2021,202.0,JBS,"Food, Beverages & Tobacco",Food Production,52429.0,1.1,892.2,-42.0,31538.6,250000,Sao Paulo,,no,yes,no,yes,https://fortune.com/company/jbs/global500/
1202,2021,203.0,Société Générale,Financials,Banks: Commercial and Savings,52068.3,-8.4,-294.0,-108.1,1789136.9,126391,Paris,,no,no,no,no,https://fortune.com/company/societe-generale/global500/
1203,2021,204.0,Morgan Stanley,Financials,Banks: Commercial and Savings,52047.0,-3.3,10996.0,21.6,1115862.0,68097,New York,New York City,no,yes,no,yes,https://fortune.com/company/morgan-stanley/global500/
1204,2021,205.0,State Bank of India,Financials,Banks: Commercial and Savings,51919.4,,3018.9,8.3,662540.0,245652,Mumbai,,no,yes,no,no,https://fortune.com/company/state-bank-of-india/global500/
1205,2021,206.0,PTT,Energy,Petroleum Refining,51647.5,-27.8,1207.2,-59.7,84834.4,29421,Bangkok,,no,yes,no,yes,https://fortune.com/company/ptt/global500/
1206,2021,207.0,HCA Healthcare,Health Care,Health Care: Medical Facilities,51533.0,0.4,3754.0,7.1,47490.0,235000,Nashville,Tennessee,no,yes,no,no,https://fortune.com/company/hca-holdings/global500/
1207,2021,208.0,Tokio Marine Holdings,Financials,Insurance: Property and Casualty (Stock),51516.7,2.5,1526.3,-36.1,232959.9,43257,Tokyo,,no,yes,no,yes,https://fortune.com/company/tokio-marine-holdings/global500/
1208,2021,209.0,Vodafone Group,Telecommunications,Telecommunications,51054.5,2.2,130.5,,182044.0,96506,Newbury,,no,yes,no,yes,https://fortune.com/company/vodafone-group/global500/
1209,2021,210.0,Christian Dior,Apparel,Apparel,50877.6,-15.3,2202.6,-33.0,129743.6,139409,Paris,,no,yes,no,no,https://fortune.com/company/christian-dior/global500/
1210,2021,211.0,Wilmar International,"Food, Beverages & Tobacco",Food Production,50526.8,18.5,1534.1,18.6,51020.0,100000,Singapore,,no,yes,no,yes,https://fortune.com/company/wilmar-international/global500/
1211,2021,212.0,Indian Oil,Energy,Petroleum Refining,50433.0,-27.2,2915.5,,48527.5,33439,New Delhi,,no,yes,no,no,https://fortune.com/company/indian-oil/global500/
1212,2021,213.0,AIA Group,Financials,"Insurance: Life, Health (stock)",50359.0,6.6,5779.0,-13.1,326121.0,23397,Hong Kong,,no,yes,no,yes,https://fortune.com/company/aia-group/global500/
1213,2021,214.0,Vinci,Engineering & Construction,Engineering & Construction,50270.2,-8.2,1415.2,-61.2,111567.7,217731,Rueil-Malmaison,,no,yes,no,no,https://fortune.com/company/vinci/global500/
1214,2021,215.0,Kia,Motor Vehicles & Parts,Motor Vehicles & Parts,50155.1,0.5,1261.0,-19.6,55653.6,51899,Seoul,,no,yes,no,no,https://fortune.com/company/kia-motors/global500/
1215,2021,216.0,ENI,Energy,Petroleum Refining,50121.0,-37.0,-9839.1,-6039.7,134187.2,31495,Rome,,no,no,no,no,https://fortune.com/company/eni/global500/
1216,2021,217.0,KDDI,Telecommunications,Telecommunications,50115.0,4.0,6145.7,4.4,95256.1,47320,Tokyo,,no,yes,no,yes,https://fortune.com/company/kddi/global500/
1217,2021,218.0,Novartis,Health Care,Pharmaceuticals,49898.0,-1.2,8072.0,-31.2,132059.0,105794,Basel,,no,yes,no,yes,https://fortune.com/company/novartis/global500/
1218,2021,219.0,Renault,Motor Vehicles & Parts,Motor Vehicles & Parts,49536.4,-20.3,-9124.7,,141638.9,170158,Boulogne-Billancourt,,no,no,no,no,https://fortune.com/company/renault/global500/
1219,2021,220.0,Shaanxi Coal & Chemical Industry,Energy,"Mining, Crude-Oil Production",49314.3,12.6,120.8,1.1,91350.2,126707,Xi'an,,no,yes,no,yes,https://fortune.com/company/shaanxi-coal-chemical-industry/global500/
1220,2021,221.0,Cisco Systems,Technology,Network and Other Communications Equipment,49301.0,-5.0,11214.0,-3.5,94853.0,77500,San Jose,California,no,yes,no,yes,https://fortune.com/company/cisco-systems/global500/
1221,2021,222.0,Korea Electric Power,Energy,Utilities,49102.0,-2.3,1688.0,,186898.8,48519,"Naju, Jeollanam-do",,no,yes,no,yes,https://fortune.com/company/korea-electric-power/global500/
1222,2021,223.0,Telefónica,Telecommunications,Telecommunications,49082.9,-9.4,1802.6,41.0,128561.4,112797,Madrid,,no,yes,no,no,https://fortune.com/company/telefonica/global500/
1223,2021,224.0,China Minsheng Banking,Financials,Banks: Commercial and Savings,49076.0,1.1,4972.3,-36.2,1065169.8,59262,Beijing,,no,yes,no,yes,https://fortune.com/company/china-minsheng-banking/global500/
1224,2021,225.0,Jiangxi Copper,Materials,Metals,48820.1,32.0,194.7,14.9,25944.9,24528,Guixi,,no,yes,no,no,https://fortune.com/company/jiangxi-copper/global500/
1225,2021,226.0,POSCO,Materials,Metals,48712.8,-12.4,1340.3,-16.2,73312.1,35393,Seoul,,no,yes,no,yes,https://fortune.com/company/posco/global500/
1226,2021,227.0,Bayer,Health Care,Pharmaceuticals,48483.6,-6.4,-11958.5,-361.2,143240.9,99538,Leverkusen,,no,no,no,no,https://fortune.com/company/bayer/global500/
1227,2021,228.0,Power Corp. of Canada,Financials,"Insurance: Life, Health (stock)",48183.1,30.9,1525.7,74.5,493996.1,30000,"Montreal, Quebec",,no,yes,no,no,https://fortune.com/company/power-corp-of-canada/global500/
1228,2021,229.0,Orange,Telecommunications,Telecommunications,48164.5,1.9,5494.4,63.3,131843.6,142150,Paris,,no,yes,no,no,https://fortune.com/company/orange/global500/
1229,2021,230.0,Charter Communications,Telecommunications,Telecommunications,48097.0,5.1,3222.0,93.2,144206.0,96100,Stamford,Connecticut,no,yes,no,yes,https://fortune.com/company/charter-communications/global500/
1230,2021,231.0,COSCO Shipping,Transportation,Shipping,47998.3,7.5,1471.2,35.4,130251.3,110338,Shanghai,,no,yes,no,no,https://fortune.com/company/china-cosco-shipping/global500/
1231,2021,232.0,Merck,Health Care,Pharmaceuticals,47994.0,2.5,7067.0,-28.2,91588.0,73500,Kenilworth,New Jersey,no,yes,no,yes,https://fortune.com/company/merck/global500/
1232,2021,233.0,ELO Group,Food & Drug Stores,Food & Drug Stores,47607.3,-12.9,772.5,,28282.0,160606,Croix,,no,yes,no,no,https://fortune.com/company/auchan-holding/global500/
1233,2021,234.0,Shaanxi Yanchang Petroleum (Group),Energy,"Mining, Crude-Oil Production",47529.1,6.7,160.7,-25.3,68054.2,131093,Xi'an,,no,yes,no,yes,https://fortune.com/company/shaanxi-yanchang-petroleum-group/global500/
1234,2021,235.0,Pegatron,Technology,"Electronics, Electrical Equip.",47517.9,7.5,686.2,9.8,24370.5,169083,Taipei,,no,yes,no,no,https://fortune.com/company/pegatron/global500/
1235,2021,236.0,Anheuser-Busch InBev,"Food, Beverages & Tobacco",Beverages,47358.0,-11.8,1405.0,-84.7,226410.0,163695,Leuven,,no,yes,no,no,https://fortune.com/company/anheuser-busch-inbev/global500/
1236,2021,237.0,América Móvil,Telecommunications,Telecommunications,47326.0,-9.6,2180.5,-38.0,81591.0,186851,Mexico City,,no,yes,no,no,https://fortune.com/company/america-movil/global500/
1237,2021,238.0,Best Buy,Retailing,Specialty Retailers,47262.0,8.3,1798.0,16.7,19067.0,81600,Richfield,Minnesota,no,yes,yes,no,https://fortune.com/company/best-buy/global500/
1238,2021,239.0,Zhejiang Geely Holding Group,Motor Vehicles & Parts,Motor Vehicles & Parts,47191.0,-1.5,1352.3,9.8,74391.4,125764,Hangzhou,,no,yes,no,no,https://fortune.com/company/zhejiang-geely-holding-group/global500/
1239,2021,240.0,China State Shipbuilding,Transportation,Shipping,46844.6,-15.5,1874.6,56.7,132019.3,218956,Beijing,,yes,yes,no,yes,https://fortune.com/company/china-state-shipbuilding/global500/
1240,2021,241.0,Talanx,Financials,Insurance: Property and Casualty (Stock),46788.1,6.3,766.8,-25.8,221553.1,23527,Hanover,,no,yes,no,yes,https://fortune.com/company/talanx/global500/
1241,2021,242.0,New York Life Insurance,Financials,"Insurance: Life, Health (Mutual)",46712.4,5.9,-822.3,-181.9,359312.5,11506,New York,New York City,no,no,no,no,https://fortune.com/company/new-york-life-insurance/global500/
1242,2021,243.0,Oil & Natural Gas,Energy,"Mining, Crude-Oil Production",46597.1,-18.5,2189.3,42.3,74280.4,30105,New Delhi,,no,yes,no,no,https://fortune.com/company/oil-natural-gas/global500/
1243,2021,244.0,Denso,Motor Vehicles & Parts,Motor Vehicles & Parts,46569.3,-1.8,1179.7,88.3,61190.6,168391,Kariya,,no,yes,no,no,https://fortune.com/company/denso/global500/
1244,2021,245.0,MS&AD Insurance Group Holdings,Financials,Insurance: Property and Casualty (Stock),46149.7,-2.9,1362.1,3.5,218287.2,41501,Tokyo,,no,yes,no,no,https://fortune.com/company/msad-insurance-group-holdings/global500/
1245,2021,246.0,Equinor,Energy,Petroleum Refining,45818.0,-28.8,-5510.0,-399.0,121972.0,21245,Stavanger,,no,no,no,no,https://fortune.com/company/statoil/global500/
1246,2021,247.0,AbbVie,Health Care,Pharmaceuticals,45804.0,37.7,4616.0,-41.4,150565.0,47000,North Chicago,Illinois,no,yes,no,yes,https://fortune.com/company/abbvie/global500/
1247,2021,248.0,China Huaneng Group,Energy,Energy,45750.4,2.8,312.4,67.5,181995.3,128560,Beijing,,no,yes,no,no,https://fortune.com/company/china-huaneng-group/global500/
1248,2021,249.0,Nippon Steel Corporation,Materials,Metals,45555.7,-16.4,-305.9,,68480.5,115632,Tokyo,,no,no,no,no,https://fortune.com/company/nippon-steel-sumitomo-metal/global500/
1249,2021,250.0,Royal Bank of Canada,Financials,Banks: Commercial and Savings,45508.8,-10.5,8496.9,-12.2,1218350.1,83842,"Toronto, Ontario",,no,yes,no,yes,https://fortune.com/company/royal-bank-of-canada/global500/
1250,2021,251.0,Taiwan Semiconductor Manufacturing,Technology,Semiconductors and Other Electronic Components,45477.8,31.4,17343.6,51.4,98308.5,56831,Hsinchu,,no,yes,no,yes,https://fortune.com/company/taiwan-semiconductor-manufacturing/global500/
1251,2021,252.0,Deutsche Bahn,Transportation,Railroads,45465.2,-8.6,-6476.6,-967.5,80079.4,322768,Berlin,,no,no,no,no,https://fortune.com/company/deutsche-bahn/global500/
1252,2021,253.0,Publix Super Markets,Food & Drug Stores,Food & Drug Stores,45204.0,17.5,3971.8,32.2,28094.1,227000,Lakeland,Florida,no,yes,no,yes,https://fortune.com/company/publix-super-markets/global500/
1253,2021,254.0,Allstate,Financials,Insurance: Property and Casualty (Stock),44791.0,0.3,5576.0,15.0,125987.0,42010,Northbrook,Illinois,no,yes,no,no,https://fortune.com/company/allstate/global500/
1254,2021,255.0,Zhejiang Rongsheng Holding Group,Chemicals,Chemicals,44725.9,50.3,626.5,254.9,40749.4,20493,Hangzhou,,yes,yes,no,yes,https://fortune.com/company/zhejiang-rongsheng-holding-group/global500/
1255,2021,256.0,Rio Tinto Group,Energy,"Mining, Crude-Oil Production",44611.0,3.3,9769.0,22.0,97390.0,47474,London,,no,yes,no,yes,https://fortune.com/company/rio-tinto-group/global500/
1256,2021,257.0,Pemex,Energy,"Mining, Crude-Oil Production",44383.6,-39.1,-23683.3,,96826.2,123899,Mexico City,,no,no,no,no,https://fortune.com/company/pemex/global500/
1257,2021,258.0,Accenture,Technology,Information Technology Services,44327.0,2.6,5107.8,6.9,37078.6,506000,Dublin,,no,yes,yes,yes,https://fortune.com/company/accenture/global500/
1258,2021,259.0,Edeka Zentrale,Wholesalers,Wholesalers: Food and Grocery,44158.6,10.9,315.4,-17.2,10567.4,402000,Hamburg,,no,yes,no,yes,https://fortune.com/company/edeka-zentrale/global500/
1259,2021,260.0,China United Network Communications,Telecommunications,Telecommunications,44034.4,4.7,800.2,11.0,89268.3,242121,Beijing,,no,yes,no,no,https://fortune.com/company/china-united-network-communications/global500/
1260,2021,261.0,Sumitomo,Wholesalers,Trading,43817.9,-10.1,-1443.9,-191.6,73055.9,74920,Tokyo,,no,no,no,yes,https://fortune.com/company/sumitomo/global500/
1261,2021,262.0,Liberty Mutual Insurance Group,Financials,Insurance: Property and Casualty (Stock),43796.0,1.3,758.0,-27.4,145377.0,45000,Boston,Massachusetts,no,yes,no,no,https://fortune.com/company/liberty-mutual-insurance-group/global500/
1262,2021,263.0,American International Group,Financials,Insurance: Property and Casualty (Stock),43736.0,-12.1,-5944.0,-277.5,586481.0,45000,New York,New York City,no,no,no,no,https://fortune.com/company/aig/global500/
1263,2021,264.0,GlaxoSmithKline,Health Care,Pharmaceuticals,43731.8,1.5,7373.1,24.4,109949.2,94066,Brentford,,no,yes,yes,no,https://fortune.com/company/glaxosmithkline/global500/
1264,2021,265.0,Groupe BPCE,Financials,Banks: Commercial and Savings,43475.7,-9.3,1834.5,-45.9,1769944.0,98790,Paris,,no,yes,no,no,https://fortune.com/company/groupe-bpce/global500/
1265,2021,266.0,Saint-Gobain,Materials,"Building Materials, Glass",43444.9,-8.8,519.6,-67.0,59508.5,167552,Courbevoie,,no,yes,no,no,https://fortune.com/company/saint-gobain/global500/
1266,2021,267.0,Lloyds Banking Group,Financials,Banks: Commercial and Savings,43440.7,-32.4,1690.3,-54.7,1191024.7,61576,London,,no,yes,no,no,https://fortune.com/company/lloyds-banking-group/global500/
1267,2021,268.0,Swiss Re,Financials,Insurance: Property and Casualty (Stock),43338.0,-12.1,-878.0,-220.8,182622.0,13189,Zurich,,no,no,no,no,https://fortune.com/company/swiss-re/global500/
1268,2021,269.0,Sberbank,Financials,Banks: Commercial and Savings,43263.6,-10.5,10527.2,-19.4,487263.1,285555,Moscow,,no,yes,no,yes,https://fortune.com/company/sberbank/global500/
1269,2021,270.0,Tyson Foods,"Food, Beverages & Tobacco",Food Production,43185.0,1.8,2061.0,4.1,34456.0,139000,Springdale,Arkansas,no,yes,no,no,https://fortune.com/company/tyson-foods/global500/
1270,2021,271.0,Hanwha,Financials,"Insurance: Life, Health (stock)",43168.9,-0.2,181.2,134.8,175891.6,53801,Seoul,,no,yes,no,no,https://fortune.com/company/hanwha/global500/
1271,2021,272.0,Continental,Motor Vehicles & Parts,Motor Vehicles & Parts,42982.7,-13.7,-1096.0,,48509.0,236386,Hanover,,no,no,no,no,https://fortune.com/company/continental/global500/
1272,2021,273.0,BHP Group,Energy,"Mining, Crude-Oil Production",42931.0,-4.9,7956.0,-4.2,104783.0,31589,Melbourne,,no,yes,no,yes,https://fortune.com/company/bhp-billiton/global500/
1273,2021,274.0,Woolworths Group,Food & Drug Stores,Food & Drug Stores,42677.8,-6.3,780.8,-59.4,26503.4,215000,Bella Vista,,no,yes,no,yes,https://fortune.com/company/woolworths/global500/
1274,2021,275.0,Progressive,Financials,Insurance: Property and Casualty (Stock),42658.1,9.3,5704.6,43.7,64098.3,43326,Mayfield Village,Ohio,no,yes,yes,yes,https://fortune.com/company/progressive/global500/
1275,2021,276.0,Sanofi,Health Care,Pharmaceuticals,42580.1,1.1,14031.2,346.8,140160.6,99412,Paris,,no,yes,no,no,https://fortune.com/company/sanofi/global500/
1276,2021,277.0,Petronas,Energy,Energy,42562.5,-26.7,-5679.5,-171.2,142803.7,48679,Kuala Lumpur,,no,no,no,yes,https://fortune.com/company/petronas/global500/
1277,2021,278.0,Bristol-Myers Squibb,Health Care,Pharmaceuticals,42518.0,62.6,-9015.0,-362.1,118481.0,30250,New York,New York City,no,no,no,yes,https://fortune.com/company/bristol-myers-squibb/global500/
