,year,rank,name,sector,industry,revenues,revchange,profits,prftchange,assets,employees,hqcity,hqstate,newcomer,profitable,ceowoman,jobgrowth,permalink
1069,2021,70.0,Shandong Energy Group,Energy,"Mining, Crude-Oil Production",97860.6,136.8,1161.9,322.6,104996.6,244832,Jinan,,no,yes,no,yes,https://fortune.com/company/yankuang-group/global500/
1070,2021,71.0,Itochu,Wholesalers,Trading,97753.1,-3.2,3786.8,-17.9,101070.8,148887,Osaka,,no,yes,no,no,https://fortune.com/company/itochu/global500/
1071,2021,72.0,China Baowu Steel Group,Materials,Metals,97643.1,22.2,3628.7,25.1,155413.2,234570,Shanghai,,no,yes,no,yes,https://fortune.com/company/china-baowu-steel-group/global500/
1072,2021,73.0,Assicurazioni Generali,Financials,"Insurance: Life, Health (stock)",97128.9,-8.3,1987.2,-33.5,666616.1,72644,Trieste,,no,yes,no,yes,https://fortune.com/company/assicurazioni-generali/global500/
1073,2021,74.0,China Post Group,Transportation,"Mail, Package, and Freight Delivery",96304.1,7.8,4698.4,5.8,1811048.3,827231,Beijing,,no,yes,no,no,https://fortune.com/company/china-post-group/global500/
1074,2021,75.0,Chevron,Energy,Petroleum Refining,94692.0,-35.4,-5543.0,-289.6,239790.0,47736,San Ramon,California,no,no,no,no,https://fortune.com/company/chevron/global500/
1075,2021,76.0,Dell Technologies,Technology,"Computers, Office Equipment",94224.0,2.2,3250.0,-29.6,123415.0,158000,Round Rock,Texas,no,yes,no,no,https://fortune.com/company/dell-technologies/global500/
1076,2021,77.0,Bank of America,Financials,Banks: Commercial and Savings,93753.0,-17.5,17894.0,-34.8,2819627.0,212505,Charlotte,North Carolina,no,yes,no,yes,https://fortune.com/company/bank-of-america-corp/global500/
1077,2021,78.0,Target,Retailing,General Merchandisers,93561.0,19.8,4368.0,33.1,51248.0,409000,Minneapolis,Minnesota,no,yes,no,yes,https://fortune.com/company/target/global500/
1078,2021,79.0,Nestlé,"Food, Beverages & Tobacco",Food Consumer Products,89852.9,-3.6,13031.1,2.7,140366.7,273000,Vevey,,no,yes,no,no,https://fortune.com/company/nestle/global500/
1079,2021,80.0,Lowe&#8217;s,Retailing,Specialty Retailers,89597.0,24.2,5835.0,36.3,46735.0,280000,Mooresville,North Carolina,no,yes,no,yes,https://fortune.com/company/lowes/global500/
1080,2021,81.0,Marathon Petroleum,Energy,Petroleum Refining,88952.0,-28.7,-9826.0,-472.6,85158.0,57900,Findlay,Ohio,no,no,no,no,https://fortune.com/company/marathon-petroleum/global500/
1081,2021,82.0,Citigroup,Financials,Banks: Commercial and Savings,88839.0,-14.1,11047.0,-43.1,2260090.0,210153,New York,New York City,no,yes,yes,yes,https://fortune.com/company/citigroup/global500/
1082,2021,83.0,Hyundai Motor,Motor Vehicles & Parts,Motor Vehicles & Parts,88155.7,-2.8,1207.5,-52.8,192604.9,122814,Seoul,,no,yes,no,yes,https://fortune.com/company/hyundai-motor/global500/
1083,2021,84.0,Gazprom,Energy,Energy,87870.4,-25.5,1872.0,-89.9,315933.4,467000,Moscow,,no,yes,no,no,https://fortune.com/company/gazprom/global500/
1084,2021,85.0,Dongfeng Motor,Motor Vehicles & Parts,Motor Vehicles & Parts,86856.3,3.3,1115.5,-16.0,85096.0,145756,Wuhan,,no,yes,no,no,https://fortune.com/company/dongfeng-motor/global500/
1085,2021,86.0,Meta Platforms,Technology,Internet Services and Retailing,85965.0,21.6,29146.0,57.7,159316.0,58604,Menlo Park,California,no,yes,no,yes,https://fortune.com/company/facebook/global500/
1086,2021,87.0,Royal Ahold Delhaize,Food & Drug Stores,Food & Drug Stores,85157.9,14.8,1591.8,-19.5,49798.9,249000,Zaandam,,no,yes,no,yes,https://fortune.com/company/royal-ahold-delhaize/global500/
1087,2021,88.0,Sony,Technology,"Electronics, Electrical Equip.",84893.1,11.7,11053.6,106.4,238289.7,109700,Tokyo,,no,yes,no,no,https://fortune.com/company/sony/global500/
1088,2021,89.0,United Parcel Service,Transportation,"Mail, Package, and Freight Delivery",84628.0,14.2,1343.0,-69.8,62408.0,408255,Atlanta,Georgia,no,yes,yes,yes,https://fortune.com/company/ups/global500/
1089,2021,90.0,People&#8217;s Insurance Co. of China,Financials,Insurance: Property and Casualty (Stock),84290.4,5.6,2903.8,-9.4,192500.2,193494,Beijing,,no,yes,no,no,https://fortune.com/company/peoples-insurance-co-of-china/global500/
1090,2021,91.0,China Southern Power Grid,Energy,Utilities,83699.0,2.1,998.6,-45.5,155171.8,288974,Guangzhou,,no,yes,no,yes,https://fortune.com/company/china-southern-power-grid/global500/
1091,2021,92.0,China National Offshore Oil,Energy,"Mining, Crude-Oil Production",83296.3,-23.4,4802.4,-31.0,193366.2,80058,Beijing,,no,yes,no,no,https://fortune.com/company/china-national-offshore-oil/global500/
1092,2021,93.0,Crédit Agricole,Financials,Banks: Commercial and Savings,82958.8,-21.0,3067.4,-43.4,2399947.7,73817,Montrouge,,no,yes,no,yes,https://fortune.com/company/credit-agricole/global500/
1093,2021,94.0,Johnson & Johnson,Health Care,Pharmaceuticals,82584.0,0.6,14714.0,-2.7,174894.0,134500,New Brunswick,New Jersey,no,yes,no,yes,https://fortune.com/company/johnson-johnson/global500/
1094,2021,95.0,Hitachi,Technology,"Electronics, Electrical Equip.",82344.6,2.1,4731.8,487.3,107168.7,350864,Tokyo,,no,yes,no,yes,https://fortune.com/company/hitachi/global500/
1095,2021,96.0,Carrefour,Food & Drug Stores,Food & Drug Stores,82211.3,-4.3,730.4,-42.2,58238.2,322164,Massy,,no,yes,no,yes,https://fortune.com/company/carrefour/global500/
1096,2021,97.0,BNP Paribas,Financials,Banks: Commercial and Savings,81632.4,-4.0,8052.5,-12.0,3045415.3,193319,Paris,,no,yes,no,no,https://fortune.com/company/bnp-paribas/global500/
1097,2021,98.0,Bosch Group,Motor Vehicles & Parts,Motor Vehicles & Parts,81463.8,-6.4,360.1,-79.8,111817.4,395034,Gerlingen-Schillerhöhe,,no,yes,no,no,https://fortune.com/company/robert-bosch/global500/
1098,2021,99.0,Tesco,Food & Drug Stores,Food & Drug Stores,81248.0,-1.8,7948.4,541.0,63983.9,242911,Welwyn Garden City,,no,yes,no,no,https://fortune.com/company/tesco/global500/
1099,2021,100.0,AEON,Food & Drug Stores,Food & Drug Stores,81227.8,2.9,-670.5,-372.4,107764.9,282073,Chiba,,no,no,no,no,https://fortune.com/company/aeon/global500/
1100,2021,101.0,China Energy Investment,Energy,"Mining, Crude-Oil Production",80716.2,0.3,4102.1,-3.8,274035.0,326641,Beijing,,no,yes,no,no,https://fortune.com/company/shenhua-group/global500/
1101,2021,102.0,HSBC Holdings,Financials,Banks: Commercial and Savings,80429.0,-18.5,5229.0,-29.2,2984164.0,226059,London,,no,yes,no,no,https://fortune.com/company/hsbc-holdings/global500/
1102,2021,103.0,Wells Fargo,Financials,Banks: Commercial and Savings,80303.0,-22.7,3301.0,-83.1,1955163.0,268531,San Francisco,California,no,yes,no,yes,https://fortune.com/company/wells-fargo/global500/
1103,2021,104.0,General Electric,Industrials,Industrial Machinery,79619.0,-16.4,5704.0,,253452.0,184000,Boston,Massachusetts,no,yes,no,no,https://fortune.com/company/general-electric/global500/
1104,2021,105.0,Electricité de France,Energy,Utilities,78903.5,-1.7,740.6,-87.2,374349.4,161203,Paris,,no,yes,no,no,https://fortune.com/company/electricite-de-france/global500/
1105,2021,106.0,State Farm Insurance,Financials,Insurance: Property and Casualty (Mutual),78898.0,-0.6,3738.9,-33.1,299104.5,57582,Bloomington,Illinois,no,yes,no,no,https://fortune.com/company/state-farm-insurance-cos/global500/
1106,2021,107.0,PowerChina,Engineering & Construction,Engineering & Construction,78486.5,16.5,688.6,-10.9,161989.2,180883,Beijing,,no,yes,no,yes,https://fortune.com/company/powerchina/global500/
1107,2021,108.0,Intel,Technology,Semiconductors and Other Electronic Components,77867.0,8.2,20899.0,-0.7,153091.0,110600,Santa Clara,California,no,yes,no,no,https://fortune.com/company/intel/global500/
1108,2021,109.0,Sinopharm,Health Care,Pharmaceuticals,77278.2,9.3,1258.7,38.0,70865.3,176686,Beijing,,no,yes,no,yes,https://fortune.com/company/sinopharm/global500/
1109,2021,110.0,Humana,Health Care,Health Care: Insurance and Managed Care,77155.0,18.9,3367.0,24.4,34969.0,48700,Louisville,Kentucky,no,yes,no,yes,https://fortune.com/company/humana/global500/
1110,2021,111.0,Nippon Life Insurance,Financials,"Insurance: Life, Health (Mutual)",76984.3,4.0,3127.2,77.0,773869.4,95352,Osaka,,no,yes,no,yes,https://fortune.com/company/nippon-life-insurance/global500/
1111,2021,112.0,COFCO,Wholesalers,Trading,76855.6,6.5,1377.6,232.6,102649.4,109839,Beijing,,no,yes,no,no,https://fortune.com/company/cofco/global500/
1112,2021,113.0,Deutsche Post DHL Group,Transportation,"Mail, Package, and Freight Delivery",76122.1,7.4,3394.4,15.6,67684.7,526896,Bonn,,no,yes,no,yes,https://fortune.com/company/deutsche-post-dhl-group/global500/
1113,2021,114.0,Mitsui,Wholesalers,Trading,75562.4,19.3,3164.5,-12.1,113163.2,44509,Tokyo,,no,yes,no,no,https://fortune.com/company/mitsui/global500/
1114,2021,115.0,CITIC Group,Financials,Diversified Financials,74689.2,-0.6,3842.5,5.4,1265205.7,148283,Beijing,,no,yes,no,no,https://fortune.com/company/citic-group/global500/
1115,2021,116.0,Nissan Motor,Motor Vehicles & Parts,Motor Vehicles & Parts,74169.5,-18.4,-4232.7,,148752.9,139507,Yokohama,,no,no,no,no,https://fortune.com/company/nissan-motor/global500/
1116,2021,117.0,Munich Re Group,Financials,Insurance: Property and Casualty (Stock),74074.5,2.1,1379.9,-54.7,364626.3,39642,Munich,,no,yes,no,no,https://fortune.com/company/munich-re-group/global500/
1117,2021,118.0,Enel,Energy,Utilities,74047.1,-17.6,2974.0,22.2,200033.8,66717,Rome,,no,yes,no,no,https://fortune.com/company/enel/global500/
1118,2021,119.0,Dai-ichi Life Holdings,Financials,"Insurance: Life, Health (stock)",73841.5,12.8,3431.6,1050.3,574988.3,64823,Tokyo,,no,yes,no,yes,https://fortune.com/company/dai-ichi-life-holdings/global500/
1119,2021,120.0,Banco Santander,Financials,Banks: Commercial and Savings,73630.1,-16.6,-9994.1,-237.1,1845796.4,184720,Madrid,,no,no,no,no,https://fortune.com/company/banco-santander/global500/
1120,2021,121.0,International Business Machines,Technology,Information Technology Services,73620.0,-4.6,5590.0,-40.7,155971.0,364800,Armonk,New York City,no,yes,no,no,https://fortune.com/company/ibm/global500/
1121,2021,122.0,China Evergrande Group,Financials,Real estate,73514.0,6.3,1170.4,-53.2,352668.0,123276,Shenzhen,,no,yes,no,no,https://fortune.com/company/china-evergrande-group/global500/
1122,2021,123.0,U.S. Postal Service,Transportation,"Mail, Package, and Freight Delivery",73133.0,2.8,-9176.0,,35904.0,569987,Washington,District Of Columbia,no,no,no,yes,https://fortune.com/company/u-s-postal-service/global500/
1123,2021,124.0,Beijing Automotive Group,Motor Vehicles & Parts,Motor Vehicles & Parts,72147.3,-0.6,339.8,-54.5,81894.4,110000,Beijing,,no,yes,no,no,https://fortune.com/company/beijing-automotive-group/global500/
1124,2021,125.0,Lukoil,Energy,Petroleum Refining,71856.2,-37.3,209.9,-97.9,81060.5,100769,Moscow,,no,yes,no,no,https://fortune.com/company/lukoil/global500/
1125,2021,126.0,China Telecommunications,Telecommunications,Telecommunications,71400.9,6.0,1886.1,4.6,139128.5,400945,Beijing,,no,yes,no,no,https://fortune.com/company/china-telecommunications/global500/
1126,2021,127.0,China North Industries Group,Aerospace & Defense,Aerospace & Defense,71017.5,3.4,1510.9,17.7,67419.7,212960,Beijing,,no,yes,no,yes,https://fortune.com/company/china-north-industries-group/global500/
1127,2021,128.0,Procter & Gamble,Household Products,Household and Personal Products,70950.0,4.8,13027.0,234.3,120700.0,99000,Cincinnati,Ohio,no,yes,no,yes,https://fortune.com/company/procter-gamble/global500/
1128,2021,129.0,SK,Energy,Petroleum Refining,70839.2,-17.8,160.5,-73.9,126632.7,114842,Seoul,,no,yes,no,yes,https://fortune.com/company/sk-holdings/global500/
1129,2021,130.0,E.ON,Energy,Energy,70381.5,50.2,1158.8,-33.9,116732.2,78126,Essen,,no,yes,no,no,https://fortune.com/company/e-on/global500/
1130,2021,131.0,PepsiCo,"Food, Beverages & Tobacco",Food Consumer Products,70372.0,4.8,7120.0,-2.7,92918.0,291000,Purchase,New York City,no,yes,no,yes,https://fortune.com/company/pepsico/global500/
1131,2021,132.0,Tencent Holdings,Technology,Internet Services and Retailing,69864.2,27.9,23166.2,71.5,204356.3,85858,Shenzhen,,no,yes,no,yes,https://fortune.com/company/tencent-holdings/global500/
1132,2021,133.0,Albertsons,Food & Drug Stores,Food & Drug Stores,69690.4,11.6,850.2,82.3,26598.0,300000,Boise,Idaho,no,yes,no,yes,https://fortune.com/company/albertsons-cos/global500/
1133,2021,134.0,BASF,Chemicals,Chemicals,69464.3,-1.8,-1207.8,-112.8,98261.3,110302,Ludwigshafen,,no,no,no,no,https://fortune.com/company/basf/global500/
1134,2021,135.0,FedEx,Transportation,"Mail, Package, and Freight Delivery",69217.0,-0.7,1286.0,138.1,73537.0,499718,Memphis,Tennessee,no,yes,no,yes,https://fortune.com/company/fedex/global500/
1135,2021,136.0,MetLife,Financials,"Insurance: Life, Health (stock)",67842.0,-2.6,5407.0,-8.3,795146.0,46500,New York,New York City,no,yes,no,no,https://fortune.com/company/metlife/global500/
1136,2021,137.0,Bank of Communications,Financials,Banks: Commercial and Savings,67605.5,1.6,11409.3,2.0,1639481.4,90716,Shanghai,,no,yes,no,yes,https://fortune.com/company/bank-of-communications/global500/
1137,2021,138.0,Jinneng Holding Group,Energy,"Mining, Crude-Oil Production",67534.8,145.1,8.2,,157497.6,472860,Datong,,no,yes,no,yes,https://fortune.com/company/datong-coal-mine-group/global500/
